date,feature_index,NO2
2022-08-18T00:00:00.000Z,0,4.0522248852631904E-5
2022-08-15T00:00:00.000Z,0,2.594071506276998E-5
2022-08-17T00:00:00.000Z,0,2.4337528875475394E-5
2022-08-14T00:00:00.000Z,0,4.4266230443926446E-5
2022-08-12T00:00:00.000Z,0,2.8752445725489373E-5
2022-08-13T00:00:00.000Z,0,5.1352537411730736E-5
2022-08-19T00:00:00.000Z,0,3.2844053831385366E-5
2023-06-20T00:00:00.000Z,0,3.232997802787513E-5
2023-06-22T00:00:00.000Z,0,3.3371595229425566E-5
2023-06-27T00:00:00.000Z,0,2.4630939621173572E-5
2023-06-24T00:00:00.000Z,0,4.025947134470846E-5
2023-06-26T00:00:00.000Z,0,3.1265121684444117E-5
2023-06-21T00:00:00.000Z,0,2.6425327854180116E-5
2023-06-25T00:00:00.000Z,0,3.1105731994731825E-5
2023-06-23T00:00:00.000Z,0,3.358268161239828E-5
2023-09-22T00:00:00.000Z,0,2.7933611621220225E-5
2023-09-23T00:00:00.000Z,0,3.6503772147465066E-5
2023-09-18T00:00:00.000Z,0,2.453296457156448E-5
2023-09-17T00:00:00.000Z,0,2.628151754165907E-5
2023-09-21T00:00:00.000Z,0,2.156687238532663E-5
2023-09-20T00:00:00.000Z,0,2.4905235205830645E-5
2023-09-19T00:00:00.000Z,0,2.9279618955198752E-5
2023-09-16T00:00:00.000Z,0,2.6223493525070935E-5
2023-10-15T00:00:00.000Z,0,2.2222717370465306E-5
2023-10-13T00:00:00.000Z,0,3.732215072748634E-5
2023-10-17T00:00:00.000Z,0,4.076203058086307E-5
2023-10-10T00:00:00.000Z,0,3.386068966565723E-5
2023-10-12T00:00:00.000Z,0,3.855091882167685E-5
2023-10-14T00:00:00.000Z,0,3.2867216506071645E-5
2023-10-11T00:00:00.000Z,0,3.2255413642956166E-5
2023-10-16T00:00:00.000Z,0,4.4639340189319766E-5
2024-01-01T00:00:00.000Z,0,
2024-01-02T00:00:00.000Z,0,4.508484085337566E-5
2023-12-31T00:00:00.000Z,0,2.3783323413795188E-5
2023-12-29T00:00:00.000Z,0,3.219082446016991E-5
2024-01-03T00:00:00.000Z,0,
2024-01-04T00:00:00.000Z,0,2.5538918658927095E-5
2023-12-30T00:00:00.000Z,0,2.88300063308772E-5
2024-01-05T00:00:00.000Z,0,2.832381623437225E-5
2024-04-12T00:00:00.000Z,0,1.8371827839776717E-5
2024-04-16T00:00:00.000Z,0,1.727948647180966E-5
2024-04-13T00:00:00.000Z,0,2.557118619062702E-5
2024-04-11T00:00:00.000Z,0,4.852534766541794E-5
2024-04-15T00:00:00.000Z,0,2.0333540202972683E-5
2024-04-17T00:00:00.000Z,0,
2024-04-14T00:00:00.000Z,0,2.1115765452481283E-5
2024-04-18T00:00:00.000Z,0,1.669076384275161E-5
2024-05-04T00:00:00.000Z,0,1.7037693438940217E-5
2024-04-29T00:00:00.000Z,0,2.718746456837872E-5
2024-04-27T00:00:00.000Z,0,2.758396548731822E-5
2024-04-30T00:00:00.000Z,0,2.233327994758838E-5
2024-05-01T00:00:00.000Z,0,3.154677753108055E-5
2024-04-28T00:00:00.000Z,0,3.6815946366593434E-5
2024-05-02T00:00:00.000Z,0,2.4293974451156277E-5
2024-05-03T00:00:00.000Z,0,2.3688424404326726E-5
2023-02-13T00:00:00.000Z,0,1.5129367312738395E-5
2023-02-19T00:00:00.000Z,0,1.5113288037694064E-5
2023-02-12T00:00:00.000Z,0,3.15165749558027E-5
2023-02-15T00:00:00.000Z,0,
2023-02-18T00:00:00.000Z,0,1.0132739065385169E-5
2023-02-17T00:00:00.000Z,0,
2023-02-14T00:00:00.000Z,0,2.6128159983532635E-5
2023-02-16T00:00:00.000Z,0,
2023-10-04T00:00:00.000Z,0,3.833083377985437E-5
2023-10-09T00:00:00.000Z,0,3.5922293068324504E-5
2023-10-02T00:00:00.000Z,0,2.539103936438636E-5
2023-10-06T00:00:00.000Z,0,3.182122892245921E-5
2023-10-07T00:00:00.000Z,0,2.4337566505352497E-5
2023-10-05T00:00:00.000Z,0,3.4263399919981456E-5
2023-10-03T00:00:00.000Z,0,3.1752811515789724E-5
2023-10-08T00:00:00.000Z,0,2.7616334169463498E-5
2024-09-03T00:00:00.000Z,0,3.746742908492486E-5
2024-09-05T00:00:00.000Z,0,3.322680420142958E-5
2024-09-02T00:00:00.000Z,0,2.2813883225971394E-5
2024-09-06T00:00:00.000Z,0,3.1181292790337004E-5
2024-09-04T00:00:00.000Z,0,2.466241882178689E-5
2024-09-08T00:00:00.000Z,0,
2024-09-07T00:00:00.000Z,0,3.596980591325272E-5
2024-09-09T00:00:00.000Z,0,3.178469363650617E-5
2024-11-06T00:00:00.000Z,0,4.358084075395955E-5
2024-11-09T00:00:00.000Z,0,1.9066821778324083E-5
2024-11-05T00:00:00.000Z,0,2.7737577025535838E-5
2024-11-10T00:00:00.000Z,0,
2024-11-07T00:00:00.000Z,0,3.971601190069194E-5
2024-11-12T00:00:00.000Z,0,4.647415438999555E-5
2024-11-11T00:00:00.000Z,0,
2024-11-08T00:00:00.000Z,0,3.093996038690724E-5
2024-12-06T00:00:00.000Z,0,
2024-12-05T00:00:00.000Z,0,1.9859955087171826E-5
2024-11-29T00:00:00.000Z,0,
2024-12-04T00:00:00.000Z,0,
2024-11-30T00:00:00.000Z,0,1.3906420463172253E-5
2024-12-01T00:00:00.000Z,0,
2024-12-03T00:00:00.000Z,0,2.05063014235321E-5
2024-12-02T00:00:00.000Z,0,
2025-01-13T00:00:00.000Z,0,
2025-01-08T00:00:00.000Z,0,
2025-01-10T00:00:00.000Z,0,
2025-01-09T00:00:00.000Z,0,2.5305117204068762E-5
2025-01-15T00:00:00.000Z,0,
2025-01-11T00:00:00.000Z,0,2.1562350713490257E-5
2025-01-14T00:00:00.000Z,0,3.492274941681199E-5
2025-01-12T00:00:00.000Z,0,
2022-11-03T00:00:00.000Z,0,2.8984524357209887E-5
2022-11-01T00:00:00.000Z,0,4.016772763861809E-5
2022-10-31T00:00:00.000Z,0,2.6311625672983E-5
2022-11-02T00:00:00.000Z,0,2.4558161364369042E-5
2022-11-05T00:00:00.000Z,0,
2022-11-07T00:00:00.000Z,0,
2022-11-04T00:00:00.000Z,0,1.9461994785530123E-5
2022-11-06T00:00:00.000Z,0,
2022-12-27T00:00:00.000Z,0,
2023-01-01T00:00:00.000Z,0,1.3322358694267677E-5
2022-12-28T00:00:00.000Z,0,1.2145831468452733E-5
2022-12-29T00:00:00.000Z,0,
2022-12-30T00:00:00.000Z,0,
2022-12-31T00:00:00.000Z,0,
2022-12-26T00:00:00.000Z,0,
2023-01-02T00:00:00.000Z,0,
2025-01-29T00:00:00.000Z,0,
2025-01-24T00:00:00.000Z,0,2.167615730286343E-5
2025-01-25T00:00:00.000Z,0,2.290905380954775E-5
2025-01-30T00:00:00.000Z,0,
2025-01-26T00:00:00.000Z,0,2.2554599490831605E-5
2025-01-27T00:00:00.000Z,0,
2025-01-28T00:00:00.000Z,0,
2025-01-31T00:00:00.000Z,0,
2025-02-17T00:00:00.000Z,0,
2025-02-20T00:00:00.000Z,0,2.277305460059627E-5
2025-02-21T00:00:00.000Z,0,
2025-02-24T00:00:00.000Z,0,
2025-02-22T00:00:00.000Z,0,1.5124600914922276E-5
2025-02-18T00:00:00.000Z,0,1.8213570045853714E-5
2025-02-19T00:00:00.000Z,0,2.378082576177059E-5
2025-02-23T00:00:00.000Z,0,1.2216080904181581E-5
2025-03-08T00:00:00.000Z,0,
2025-03-12T00:00:00.000Z,0,1.5374176307363307E-5
2025-03-05T00:00:00.000Z,0,2.696706182770106E-5
2025-03-11T00:00:00.000Z,0,2.45608101235312E-5
2025-03-06T00:00:00.000Z,0,1.927669073337072E-5
2025-03-07T00:00:00.000Z,0,
2025-03-10T00:00:00.000Z,0,3.0388639061129652E-5
2025-03-09T00:00:00.000Z,0,2.2503303003567882E-5
2023-02-28T00:00:00.000Z,0,
2023-03-05T00:00:00.000Z,0,2.129190913881364E-5
2023-03-04T00:00:00.000Z,0,1.4212249551194742E-5
2023-03-06T00:00:00.000Z,0,1.5800224840188742E-5
2023-03-01T00:00:00.000Z,0,1.884707958129523E-5
2023-03-07T00:00:00.000Z,0,1.987376642736323E-5
2023-03-03T00:00:00.000Z,0,1.3298505334320394E-5
2023-03-02T00:00:00.000Z,0,
2023-04-06T00:00:00.000Z,0,2.5756613417292505E-5
2023-04-04T00:00:00.000Z,0,3.2887573048001065E-5
2023-04-08T00:00:00.000Z,0,1.763645372800813E-5
2023-04-02T00:00:00.000Z,0,
2023-04-03T00:00:00.000Z,0,1.969715024995E-5
2023-04-07T00:00:00.000Z,0,1.1695270586642437E-5
2023-04-01T00:00:00.000Z,0,1.9182206718445134E-5
2023-04-05T00:00:00.000Z,0,2.7188699732505484E-5
2023-04-19T00:00:00.000Z,0,1.9442540903469308E-5
2023-04-17T00:00:00.000Z,0,3.699528186938123E-5
2023-04-20T00:00:00.000Z,0,1.9038574350815907E-5
2023-04-22T00:00:00.000Z,0,2.20654866624452E-5
2023-04-23T00:00:00.000Z,0,2.4833393216982905E-5
2023-04-24T00:00:00.000Z,0,2.3943225043790573E-5
2023-04-18T00:00:00.000Z,0,2.166030266784623E-5
2023-04-21T00:00:00.000Z,0,2.4383365169616706E-5
2022-06-23T00:00:00.000Z,0,2.329519399994972E-5
2022-06-17T00:00:00.000Z,0,2.6975577886408548E-5
2022-06-19T00:00:00.000Z,0,3.126818727261187E-5
2022-06-20T00:00:00.000Z,0,2.7908298112119416E-5
2022-06-24T00:00:00.000Z,0,1.9959652077667605E-5
2022-06-18T00:00:00.000Z,0,2.5661225297973275E-5
2022-06-22T00:00:00.000Z,0,3.0963159047408254E-5
2022-06-21T00:00:00.000Z,0,3.084738010210972E-5
2022-07-24T00:00:00.000Z,0,2.3917226195957277E-5
2022-07-22T00:00:00.000Z,0,2.271805936158801E-5
2022-07-26T00:00:00.000Z,0,3.4243051693047016E-5
2022-07-21T00:00:00.000Z,0,3.2918468921799345E-5
2022-07-23T00:00:00.000Z,0,3.2175674358600905E-5
2022-07-25T00:00:00.000Z,0,2.9009962051948268E-5
2022-07-19T00:00:00.000Z,0,2.9178953897621063E-5
2022-07-20T00:00:00.000Z,0,3.1243980567171384E-5
2022-08-25T00:00:00.000Z,0,3.1952563287016825E-5
2022-08-27T00:00:00.000Z,0,3.5712552309745566E-5
2022-08-23T00:00:00.000Z,0,2.6766512415964495E-5
2022-08-22T00:00:00.000Z,0,3.5187284562485534E-5
2022-08-26T00:00:00.000Z,0,2.108890700211222E-5
2022-08-20T00:00:00.000Z,0,3.432840841035365E-5
2022-08-24T00:00:00.000Z,0,3.6394993280520704E-5
2022-08-21T00:00:00.000Z,0,2.6589003897033062E-5
2022-09-26T00:00:00.000Z,0,2.7673011878074537E-5
2022-09-27T00:00:00.000Z,0,2.7695774645975246E-5
2022-09-21T00:00:00.000Z,0,
2022-09-23T00:00:00.000Z,0,2.637798579479223E-5
2022-09-25T00:00:00.000Z,0,2.6092550062737875E-5
2022-09-22T00:00:00.000Z,0,2.3278478593429972E-5
2022-09-24T00:00:00.000Z,0,2.9847044970665593E-5
2022-09-28T00:00:00.000Z,0,2.6721933144859035E-5
2022-10-28T00:00:00.000Z,0,1.986624983836068E-5
2022-10-29T00:00:00.000Z,0,2.3421052600022687E-5
2022-10-30T00:00:00.000Z,0,1.8400973881849035E-5
2022-10-25T00:00:00.000Z,0,1.8727181965358694E-5
2022-10-27T00:00:00.000Z,0,1.3053153907094384E-5
2022-10-23T00:00:00.000Z,0,2.371131686881459E-5
2022-10-26T00:00:00.000Z,0,
2022-10-24T00:00:00.000Z,0,1.594768467666221E-5
2022-12-05T00:00:00.000Z,0,2.554196908022277E-5
2022-12-07T00:00:00.000Z,0,2.202841169491876E-5
2022-12-08T00:00:00.000Z,0,3.141894085572739E-5
2022-12-03T00:00:00.000Z,0,2.22769146973776E-5
2022-12-06T00:00:00.000Z,0,2.4444002372609415E-5
2022-12-04T00:00:00.000Z,0,
2022-12-09T00:00:00.000Z,0,1.6757986389991458E-5
2022-12-02T00:00:00.000Z,0,1.9017246229071005E-5
2023-01-11T00:00:00.000Z,0,1.103580161523123E-5
2023-01-12T00:00:00.000Z,0,1.4460440528134032E-5
2023-01-14T00:00:00.000Z,0,2.3363279964381518E-5
2023-01-15T00:00:00.000Z,0,2.010215644077107E-5
2023-01-17T00:00:00.000Z,0,2.7819740353152156E-5
2023-01-18T00:00:00.000Z,0,1.7607214457572038E-5
2023-01-16T00:00:00.000Z,0,2.5208545468621165E-5
2023-01-13T00:00:00.000Z,0,1.709639087136218E-5
2025-04-02T00:00:00.000Z,0,1.3297541755719067E-5
2025-03-30T00:00:00.000Z,0,
2025-04-05T00:00:00.000Z,0,2.3087982472567265E-5
2025-03-29T00:00:00.000Z,0,
2025-04-04T00:00:00.000Z,0,1.6741439786242594E-5
2025-03-31T00:00:00.000Z,0,1.4423467216778282E-5
2025-04-01T00:00:00.000Z,0,2.1437219384796874E-5
2025-04-03T00:00:00.000Z,0,1.7072016513945226E-5
2024-09-11T00:00:00.000Z,0,3.6774096875328374E-5
2024-09-15T00:00:00.000Z,0,3.381256921386466E-5
2024-09-12T00:00:00.000Z,0,3.516471446046009E-5
2024-09-13T00:00:00.000Z,0,4.2458783276545985E-5
2024-09-10T00:00:00.000Z,0,2.7591456444042706E-5
2024-09-17T00:00:00.000Z,0,2.8336347906009575E-5
2024-09-14T00:00:00.000Z,0,3.193234591003793E-5
2024-09-16T00:00:00.000Z,0,3.26029776784289E-5
2025-04-23T00:00:00.000Z,0,1.9321405783852538E-5
2025-04-25T00:00:00.000Z,0,
2025-04-27T00:00:00.000Z,0,2.0194815830802095E-5
2025-04-24T00:00:00.000Z,0,2.0919835650330513E-5
2025-04-28T00:00:00.000Z,0,2.365078506428338E-5
2025-04-29T00:00:00.000Z,0,2.1842597609425147E-5
2025-04-22T00:00:00.000Z,0,1.6687472870339312E-5
2025-04-26T00:00:00.000Z,0,2.5814407864446468E-5
2025-05-29T00:00:00.000Z,0,1.989636501775749E-5
2025-05-24T00:00:00.000Z,0,2.6787821880902876E-5
2025-05-28T00:00:00.000Z,0,1.1000911645927166E-5
2025-05-27T00:00:00.000Z,0,
2025-05-25T00:00:00.000Z,0,1.400205413580756E-5
2025-05-30T00:00:00.000Z,0,2.4906145458519153E-5
2025-05-26T00:00:00.000Z,0,
2022-05-30T00:00:00.000Z,0,1.92777326620195E-5
2022-05-29T00:00:00.000Z,0,1.816092040807581E-5
2022-05-31T00:00:00.000Z,0,2.4372702094913972E-5
2022-05-27T00:00:00.000Z,0,2.013498346852243E-5
2022-05-25T00:00:00.000Z,0,1.8784693314668594E-5
2022-05-26T00:00:00.000Z,0,
2022-05-24T00:00:00.000Z,0,1.606133522336302E-5
2022-05-28T00:00:00.000Z,0,2.4576014836314313E-5
2022-08-01T00:00:00.000Z,0,3.293043979152893E-5
2022-08-02T00:00:00.000Z,0,
2022-07-28T00:00:00.000Z,0,3.385538926799516E-5
2022-07-29T00:00:00.000Z,0,3.64376108639893E-5
2022-07-30T00:00:00.000Z,0,2.431012417150863E-5
2022-07-27T00:00:00.000Z,0,2.5650839165102685E-5
2022-08-03T00:00:00.000Z,0,3.790955667103514E-5
2022-07-31T00:00:00.000Z,0,3.2330383858521585E-5
2022-08-31T00:00:00.000Z,0,3.519991647379122E-5
2022-08-30T00:00:00.000Z,0,2.4591127813496144E-5
2022-09-03T00:00:00.000Z,0,3.0032655558898114E-5
2022-08-29T00:00:00.000Z,0,3.2215379784853816E-5
2022-09-02T00:00:00.000Z,0,3.110717616901592E-5
2022-09-04T00:00:00.000Z,0,2.5397952481398533E-5
2022-08-28T00:00:00.000Z,0,3.4623702958924696E-5
2022-09-01T00:00:00.000Z,0,2.9500611637911843E-5
2023-11-28T00:00:00.000Z,0,3.744713217201934E-5
2023-12-03T00:00:00.000Z,0,2.3008121285872015E-5
2023-12-01T00:00:00.000Z,0,6.653949385508895E-5
2023-12-02T00:00:00.000Z,0,1.812173104553949E-5
2023-11-30T00:00:00.000Z,0,2.793673788151604E-5
2023-11-29T00:00:00.000Z,0,2.5486525958383156E-5
2023-12-04T00:00:00.000Z,0,2.508491364578196E-5
2023-11-27T00:00:00.000Z,0,4.5962466001150284E-5
2023-12-28T00:00:00.000Z,0,2.378094611224438E-5
2023-12-22T00:00:00.000Z,0,2.665219819846243E-5
2023-12-25T00:00:00.000Z,0,3.695430283793636E-5
2023-12-21T00:00:00.000Z,0,2.2274634035643192E-5
2023-12-27T00:00:00.000Z,0,3.635209159256192E-5
2023-12-23T00:00:00.000Z,0,2.337555859725414E-5
2023-12-26T00:00:00.000Z,0,2.841492289883684E-5
2023-12-24T00:00:00.000Z,0,2.4473077156715696E-5
2023-06-19T00:00:00.000Z,0,3.758691501097575E-5
2023-06-14T00:00:00.000Z,0,2.5005667942135753E-5
2023-06-18T00:00:00.000Z,0,3.509981284282574E-5
2023-06-17T00:00:00.000Z,0,3.955162216016106E-5
2023-06-16T00:00:00.000Z,0,2.9492151505704756E-5
2023-06-15T00:00:00.000Z,0,3.681420721969098E-5
2023-06-13T00:00:00.000Z,0,2.8628716066236848E-5
2023-06-12T00:00:00.000Z,0,3.447738177783321E-5
2023-07-03T00:00:00.000Z,0,2.0004611268857953E-5
2023-07-05T00:00:00.000Z,0,2.630894195963183E-5
2023-07-02T00:00:00.000Z,0,2.9074787958746936E-5
2023-07-01T00:00:00.000Z,0,2.898932763647129E-5
2023-07-04T00:00:00.000Z,0,2.5485514323654278E-5
2023-06-30T00:00:00.000Z,0,2.2337490294421138E-5
2023-06-28T00:00:00.000Z,0,2.0433317880700304E-5
2023-06-29T00:00:00.000Z,0,2.4082543889271383E-5
2023-07-17T00:00:00.000Z,0,3.155429304622605E-5
2023-07-18T00:00:00.000Z,0,3.8703847857344525E-5
2023-07-21T00:00:00.000Z,0,2.6542184804788525E-5
2023-07-15T00:00:00.000Z,0,3.6623175899351445E-5
2023-07-14T00:00:00.000Z,0,1.1913433797060082E-5
2023-07-19T00:00:00.000Z,0,2.55483507708555E-5
2023-07-20T00:00:00.000Z,0,2.9563543218930614E-5
2023-07-16T00:00:00.000Z,0,2.5241762618132053E-5
2023-10-25T00:00:00.000Z,0,4.390975494100965E-5
2023-10-23T00:00:00.000Z,0,3.919889442496807E-5
2023-10-24T00:00:00.000Z,0,3.9426556699236776E-5
2023-10-22T00:00:00.000Z,0,3.525541577678494E-5
2023-10-21T00:00:00.000Z,0,3.5738693719805825E-5
2023-10-19T00:00:00.000Z,0,3.665117854931547E-5
2023-10-20T00:00:00.000Z,0,4.018793391926272E-5
2023-10-18T00:00:00.000Z,0,4.7857688645978525E-5
2023-11-03T00:00:00.000Z,0,3.773651304072701E-5
2023-11-05T00:00:00.000Z,0,4.849961910525614E-5
2023-11-09T00:00:00.000Z,0,3.0101056305890477E-5
2023-11-10T00:00:00.000Z,0,3.888950784967885E-5
2023-11-08T00:00:00.000Z,0,4.64872800180882E-5
2023-11-07T00:00:00.000Z,0,3.638365275740443E-5
2023-11-04T00:00:00.000Z,0,3.464137587018611E-5
2023-11-06T00:00:00.000Z,0,4.2045708625181335E-5
2022-05-07T00:00:00.000Z,0,2.286058094114196E-5
2022-05-01T00:00:00.000Z,0,2.1781371684493845E-5
2022-05-05T00:00:00.000Z,0,1.4632491771798024E-5
2022-05-03T00:00:00.000Z,0,2.6513661093000945E-5
2022-04-30T00:00:00.000Z,0,
2022-05-02T00:00:00.000Z,0,2.2315904403787574E-5
2022-05-06T00:00:00.000Z,0,2.059050500768933E-5
2022-05-04T00:00:00.000Z,0,3.2125647558132186E-5
2022-06-02T00:00:00.000Z,0,2.2484367147261436E-5
2022-06-07T00:00:00.000Z,0,2.3393922713588117E-5
2022-06-03T00:00:00.000Z,0,1.703293584073271E-5
2022-06-08T00:00:00.000Z,0,1.815012067349168E-5
2022-06-04T00:00:00.000Z,0,2.594595114467004E-5
2022-06-01T00:00:00.000Z,0,2.56478522260295E-5
2022-06-05T00:00:00.000Z,0,1.7726956381617736E-5
2022-06-06T00:00:00.000Z,0,2.7981048193536342E-5
2022-08-10T00:00:00.000Z,0,2.853922773133259E-5
2022-08-05T00:00:00.000Z,0,3.2521502785489684E-5
2022-08-08T00:00:00.000Z,0,2.3092227523620192E-5
2022-08-06T00:00:00.000Z,0,2.8400517769120634E-5
2022-08-11T00:00:00.000Z,0,3.911862888737626E-5
2022-08-04T00:00:00.000Z,0,3.1381596949303814E-5
2022-08-09T00:00:00.000Z,0,2.6297034125099006E-5
2022-08-07T00:00:00.000Z,0,3.691264934483721E-5
2022-09-11T00:00:00.000Z,0,2.5441045545449013E-5
2022-09-12T00:00:00.000Z,0,3.160608198658757E-5
2022-09-07T00:00:00.000Z,0,3.1316268984294267E-5
2022-09-08T00:00:00.000Z,0,
2022-09-05T00:00:00.000Z,0,2.9611518885020524E-5
2022-09-10T00:00:00.000Z,0,4.895097170750281E-5
2022-09-06T00:00:00.000Z,0,2.8217689115207796E-5
2022-09-09T00:00:00.000Z,0,
2022-10-21T00:00:00.000Z,0,
2022-10-16T00:00:00.000Z,0,2.6021619793560025E-5
2022-10-20T00:00:00.000Z,0,2.897145077440655E-5
2022-10-19T00:00:00.000Z,0,
2022-10-18T00:00:00.000Z,0,2.617072595967329E-5
2022-10-22T00:00:00.000Z,0,2.668305641144873E-5
2022-10-17T00:00:00.000Z,0,
2022-10-15T00:00:00.000Z,0,
2022-12-25T00:00:00.000Z,0,
2022-12-19T00:00:00.000Z,0,
2022-12-22T00:00:00.000Z,0,
2022-12-20T00:00:00.000Z,0,2.268642995773007E-5
2022-12-18T00:00:00.000Z,0,1.5255770770582945E-5
2022-12-24T00:00:00.000Z,0,
2022-12-23T00:00:00.000Z,0,
2022-12-21T00:00:00.000Z,0,1.7926244989824655E-5
2024-07-11T00:00:00.000Z,0,3.3523197121292214E-5
2024-07-12T00:00:00.000Z,0,2.6520170430106555E-5
2024-07-08T00:00:00.000Z,0,2.6041629891365003E-5
2024-07-13T00:00:00.000Z,0,2.9139135719021565E-5
2024-07-09T00:00:00.000Z,0,3.862192529496052E-5
2024-07-10T00:00:00.000Z,0,3.119661170875375E-5
2024-07-14T00:00:00.000Z,0,2.9574425156429893E-5
2024-07-15T00:00:00.000Z,0,2.805279243050477E-5
2024-07-25T00:00:00.000Z,0,3.468251995491003E-5
2024-07-27T00:00:00.000Z,0,2.924870873357577E-5
2024-07-30T00:00:00.000Z,0,2.406195082936723E-5
2024-07-24T00:00:00.000Z,0,2.5761775680271733E-5
2024-07-26T00:00:00.000Z,0,2.6048287554736467E-5
2024-07-31T00:00:00.000Z,0,1.968137787437573E-5
2024-07-29T00:00:00.000Z,0,2.9140255198780645E-5
2024-07-28T00:00:00.000Z,0,2.1398567913793694E-5
2024-08-20T00:00:00.000Z,0,3.846013281160514E-5
2024-08-22T00:00:00.000Z,0,4.32155683842156E-5
2024-08-24T00:00:00.000Z,0,2.2289336347967036E-5
2024-08-18T00:00:00.000Z,0,3.146896440259777E-5
2024-08-21T00:00:00.000Z,0,2.831982275988833E-5
2024-08-23T00:00:00.000Z,0,2.976245397063795E-5
2024-08-17T00:00:00.000Z,0,3.1370201696052214E-5
2024-08-19T00:00:00.000Z,0,3.446020896804621E-5
2024-01-11T00:00:00.000Z,0,2.533592639035002E-5
2024-01-12T00:00:00.000Z,0,1.9023490781674727E-5
2024-01-06T00:00:00.000Z,0,
2024-01-09T00:00:00.000Z,0,2.664957376991344E-5
2024-01-10T00:00:00.000Z,0,3.3363416828945186E-5
2024-01-08T00:00:00.000Z,0,3.3435657769587124E-5
2024-01-07T00:00:00.000Z,0,
2024-01-13T00:00:00.000Z,0,1.6204608219941835E-5
2023-12-17T00:00:00.000Z,0,2.2945942314743977E-5
2023-12-19T00:00:00.000Z,0,1.998859765978433E-5
2023-12-15T00:00:00.000Z,0,2.7898281946956718E-5
2023-12-16T00:00:00.000Z,0,2.8922410255969986E-5
2023-12-14T00:00:00.000Z,0,2.8584827517382413E-5
2023-12-20T00:00:00.000Z,0,2.038985900099489E-5
2023-12-18T00:00:00.000Z,0,2.215030868722502E-5
2023-12-13T00:00:00.000Z,0,3.711423381337483E-5
2024-01-31T00:00:00.000Z,0,1.3967818438361105E-5
2024-02-02T00:00:00.000Z,0,
2024-02-05T00:00:00.000Z,0,1.553429588686929E-5
2024-02-01T00:00:00.000Z,0,2.3001244456584877E-5
2024-02-03T00:00:00.000Z,0,4.320501830079593E-5
2024-02-04T00:00:00.000Z,0,2.4798465935815235E-5
2024-02-06T00:00:00.000Z,0,2.4482800617246243E-5
2024-01-30T00:00:00.000Z,0,
2024-03-15T00:00:00.000Z,0,2.2107104362503655E-5
2024-03-14T00:00:00.000Z,0,
2024-03-13T00:00:00.000Z,0,
2024-03-17T00:00:00.000Z,0,
2024-03-12T00:00:00.000Z,0,-8.52167386256042E-6
2024-03-10T00:00:00.000Z,0,-2.3070673705660737E-6
2024-03-16T00:00:00.000Z,0,1.562209135547061E-5
2024-03-11T00:00:00.000Z,0,
2025-04-06T00:00:00.000Z,0,2.308337678057017E-5
2025-04-11T00:00:00.000Z,0,
2025-04-13T00:00:00.000Z,0,2.6054699048927432E-5
2025-04-10T00:00:00.000Z,0,5.661232062266208E-5
2025-04-08T00:00:00.000Z,0,1.7106807659259966E-5
2025-04-12T00:00:00.000Z,0,1.9542799743338733E-5
2025-04-09T00:00:00.000Z,0,1.0975317660598773E-5
2025-04-07T00:00:00.000Z,0,1.798499454969977E-5
2023-03-15T00:00:00.000Z,0,2.389045286253338E-5
2023-03-09T00:00:00.000Z,0,2.6999534245829715E-5
2023-03-13T00:00:00.000Z,0,1.8889423849194923E-5
2023-03-08T00:00:00.000Z,0,3.553356536656338E-5
2023-03-10T00:00:00.000Z,0,2.0775741449867154E-5
2023-03-12T00:00:00.000Z,0,1.6464067805372906E-5
2023-03-11T00:00:00.000Z,0,2.0981540038243624E-5
2023-03-14T00:00:00.000Z,0,4.154536418354837E-5
2023-05-02T00:00:00.000Z,0,2.8856763644095434E-5
2023-04-29T00:00:00.000Z,0,2.4520929097586002E-5
2023-04-25T00:00:00.000Z,0,2.74658245871251E-5
2023-05-01T00:00:00.000Z,0,2.220203696459486E-5
2023-04-26T00:00:00.000Z,0,2.415072376606986E-5
2023-04-30T00:00:00.000Z,0,1.8462877181735638E-5
2023-04-28T00:00:00.000Z,0,2.6946997937591493E-5
2023-04-27T00:00:00.000Z,0,3.035619650404442E-5
2022-05-21T00:00:00.000Z,0,3.0884274305468094E-5
2022-05-22T00:00:00.000Z,0,1.949493964685471E-5
2022-05-20T00:00:00.000Z,0,
2022-05-23T00:00:00.000Z,0,2.019980228942003E-5
2022-05-19T00:00:00.000Z,0,
2022-05-17T00:00:00.000Z,0,2.2027679534630806E-5
2022-05-18T00:00:00.000Z,0,2.2850847946098472E-5
2022-05-16T00:00:00.000Z,0,2.1996194591013463E-5
2023-05-31T00:00:00.000Z,0,3.2688507777082076E-5
2023-05-28T00:00:00.000Z,0,3.235140925498276E-5
2023-05-29T00:00:00.000Z,0,3.0026924348197438E-5
2023-05-30T00:00:00.000Z,0,2.869782130395205E-5
2023-05-27T00:00:00.000Z,0,3.117738565379113E-5
2023-06-03T00:00:00.000Z,0,2.374262797123023E-5
2023-06-02T00:00:00.000Z,0,3.969470705178698E-5
2023-06-01T00:00:00.000Z,0,3.2537054353030584E-5
2022-09-29T00:00:00.000Z,0,2.839924700310803E-5
2022-10-02T00:00:00.000Z,0,3.5654831577858204E-5
2022-10-01T00:00:00.000Z,0,3.291111048990084E-5
2022-10-05T00:00:00.000Z,0,4.59972327328561E-5
2022-10-04T00:00:00.000Z,0,2.533975427573191E-5
