date,feature_index,NO2,NO2_lag_1,NO2_lag_2,NO2_lag_3
2022-05-03 00:00:00+00:00,0.0,0.4667571264991578,0.41083264761276894,0.4037113526003542,0.47362694830841867
2022-05-04 00:00:00+00:00,0.0,0.541522636226389,0.4667571264991578,0.41083264761276894,0.4037113526003542
2022-05-05 00:00:00+00:00,0.0,0.3084706292001121,0.541522636226389,0.4667571264991578,0.41083264761276894
2022-05-06 00:00:00+00:00,0.0,0.3878460694850676,0.3084706292001121,0.541522636226389,0.4667571264991578
2022-05-07 00:00:00+00:00,0.0,0.4180890833160243,0.3878460694850676,0.3084706292001121,0.541522636226389
2022-05-08 00:00:00+00:00,0.0,0.47362694830841867,0.4180890833160243,0.3878460694850676,0.3084706292001121
2022-05-09 00:00:00+00:00,0.0,0.3865841176267234,0.47362694830841867,0.4180890833160243,0.3878460694850676
2022-05-10 00:00:00+00:00,0.0,0.47362694830841867,0.3865841176267234,0.47362694830841867,0.4180890833160243
2022-05-11 00:00:00+00:00,0.0,0.3985914156343787,0.47362694830841867,0.3865841176267234,0.47362694830841867
2022-05-12 00:00:00+00:00,0.0,0.44630728556934074,0.3985914156343787,0.47362694830841867,0.3865841176267234
2022-05-13 00:00:00+00:00,0.0,0.513998311477326,0.44630728556934074,0.3985914156343787,0.47362694830841867
2022-05-14 00:00:00+00:00,0.0,0.7201185030120685,0.513998311477326,0.44630728556934074,0.3985914156343787
2022-05-15 00:00:00+00:00,0.0,0.31407233836920745,0.7201185030120685,0.513998311477326,0.44630728556934074
2022-05-16 00:00:00+00:00,0.0,0.40657332388393047,0.31407233836920745,0.7201185030120685,0.513998311477326
2022-05-17 00:00:00+00:00,0.0,0.40699278103567343,0.40657332388393047,0.31407233836920745,0.7201185030120685
2022-05-18 00:00:00+00:00,0.0,0.4179594158016565,0.40699278103567343,0.40657332388393047,0.31407233836920745
2022-05-19 00:00:00+00:00,0.0,0.47362694830841867,0.4179594158016565,0.40699278103567343,0.40657332388393047
2022-05-20 00:00:00+00:00,0.0,0.47362694830841867,0.47362694830841867,0.4179594158016565,0.40699278103567343
2022-05-21 00:00:00+00:00,0.0,0.5249844808737617,0.47362694830841867,0.47362694830841867,0.4179594158016565
2022-05-22 00:00:00+00:00,0.0,0.3732504350958491,0.5249844808737617,0.47362694830841867,0.47362694830841867
2022-05-23 00:00:00+00:00,0.0,0.3826409450492345,0.3732504350958491,0.5249844808737617,0.47362694830841867
2022-05-24 00:00:00+00:00,0.0,0.32750635026615976,0.3826409450492345,0.3732504350958491,0.5249844808737617
2022-05-25 00:00:00+00:00,0.0,0.36378820111012455,0.32750635026615976,0.3826409450492345,0.3732504350958491
2022-05-26 00:00:00+00:00,0.0,0.47362694830841867,0.36378820111012455,0.32750635026615976,0.3826409450492345
2022-05-27 00:00:00+00:00,0.0,0.3817773983863126,0.47362694830841867,0.36378820111012455,0.32750635026615976
2022-05-28 00:00:00+00:00,0.0,0.4409428963771952,0.3817773983863126,0.47362694830841867,0.36378820111012455
2022-05-29 00:00:00+00:00,0.0,0.3554780065640022,0.4409428963771952,0.3817773983863126,0.47362694830841867
2022-05-30 00:00:00+00:00,0.0,0.37035670200536136,0.3554780065640022,0.4409428963771952,0.3817773983863126
2022-05-31 00:00:00+00:00,0.0,0.43823426889933437,0.37035670200536136,0.3554780065640022,0.4409428963771952
2022-06-01 00:00:00+00:00,0.0,0.45522241563203836,0.43823426889933437,0.37035670200536136,0.3554780065640022
2022-06-02 00:00:00+00:00,0.0,0.4130769871107575,0.45522241563203836,0.43823426889933437,0.37035670200536136
2022-06-03 00:00:00+00:00,0.0,0.34045046833563175,0.4130769871107575,0.45522241563203836,0.43823426889933437
