date,feature_index,NO2,NO2_lag_1,NO2_lag_2,NO2_lag_3
2022-05-03 00:00:00+00:00,0.0,-0.06807690949493246,-0.6125196253737731,-0.6822240116918308,-0.002925395850240088
2022-05-04 00:00:00+00:00,0.0,0.6602980404555188,-0.06776879998027127,-0.6128445441068939,-0.6853983049384748
2022-05-05 00:00:00+00:00,0.0,-1.6101237699877855,0.6605092983747545,-0.06799833799711198,-0.6158846166922678
2022-05-06 00:00:00+00:00,0.0,-0.8368382997786249,-1.6096106153948033,0.6604072749635539,-0.06998435784007954
2022-05-07 00:00:00+00:00,0.0,-0.5422070752228086,-0.8364279685069476,-1.6101101153279724,0.6598304196248365
2022-05-08 00:00:00+00:00,0.0,-0.0011502459204523097,-0.5418359208944932,-0.8367920914728176,-1.6150794855728792
2022-05-09 00:00:00+00:00,0.0,-0.8491323926700499,-0.0008510356055015699,-0.542148463579615,-0.8402654102179502
2022-05-10 00:00:00+00:00,0.0,-0.0011502459204523097,-0.8487204266599581,-0.0010688569548304582,-0.5450517684005783
2022-05-11 00:00:00+00:00,0.0,-0.7321557932022785,-0.0008510356055015699,-0.8490867019189663,-0.002925395850240088
2022-05-12 00:00:00+00:00,0.0,-0.2673018183879837,-0.7317593815028981,-0.0010688569548304582,-0.8525838056656503
2022-05-13 00:00:00+00:00,0.0,0.392152625080697,-0.2669672180525219,-0.7321051779893301,-0.002925395850240088
2022-05-14 00:00:00+00:00,0.0,2.4002013194670346,0.3923995381405808,-0.2672316338279853,-0.7353759707243447
2022-05-15 00:00:00+00:00,0.0,-1.5555512184120321,2.4001812234545215,0.3922505712466341,-0.26960308794487137
2022-05-16 00:00:00+00:00,0.0,-0.6543950443892622,-1.55504532029964,2.400383800140414,0.39115494326019
2022-05-17 00:00:00+00:00,0.0,-0.650308640337156,-0.6540089724916343,-1.5555352663658162,2.403173081901522
2022-05-18 00:00:00+00:00,0.0,-0.5434703123709589,-0.6499231118063091,-0.6543411556169536,-1.560399056781828
2022-05-19 00:00:00+00:00,0.0,-0.0011502459204523097,-0.543098990070731,-0.6502545795360739,-0.6574615070345414
2022-05-20 00:00:00+00:00,0.0,-0.0011502459204523097,-0.0008510356055015699,-0.5434117539073172,-0.653367025114038
2022-05-21 00:00:00+00:00,0.0,0.4991812618608129,-0.0008510356055015699,-0.0010688569548304582,-0.546317502674149
2022-05-22 00:00:00+00:00,0.0,-0.9790307961118646,0.49941394338482487,-0.0010688569548304582,-0.002925395850240088
2022-05-23 00:00:00+00:00,0.0,-0.8875472732647632,-0.9786015575862675,0.4992837137008991,-0.002925395850240088
2022-05-24 00:00:00+00:00,0.0,-1.4246753937333096,-0.8871301992502377,-0.9789905738026485,0.4983951507101678
2022-05-25 00:00:00+00:00,0.0,-1.0712130634556711,-1.4241868981035586,-0.8875031996970769,-0.9827389879757844
2022-05-26 00:00:00+00:00,0.0,-0.0011502459204523097,-1.0707715675073513,-1.4246539320979057,-0.8910746235259832
2022-05-27 00:00:00+00:00,0.0,-0.8959600528964461,-0.0008510356055015699,-1.0711767218205575,-1.4292645211008073
2022-05-28 00:00:00+00:00,0.0,-0.3195623690563174,-0.8955418602394832,-0.0010688569548304582,-1.075103478177305
2022-05-29 00:00:00+00:00,0.0,-1.1521720184429838,-0.31922081966568777,-0.8959163334885888,-0.002925395850240088
2022-05-30 00:00:00+00:00,0.0,-1.0072219059249805,-1.151719757429288,-0.31949438455248386,-0.8995040332622402
2022-05-31 00:00:00+00:00,0.0,-0.3459501568319787,-1.006788918843832,-1.152139085004794,-0.32196694554156446
2022-06-01 00:00:00+00:00,0.0,-0.1804495059124891,-0.34560509867248496,-1.0071828704005217,-1.1562224701496087
2022-06-02 00:00:00+00:00,0.0,-0.5910355435362986,-0.18012645427873678,-0.3458832831969445,-1.0109858250425285
2022-06-03 00:00:00+00:00,0.0,-1.2985721760143187,-0.590657896514819,-0.18037566505796165,-0.3484068958234842
2022-06-04 00:00:00+00:00,0.0,-0.1417595008146222,-1.2981004482564242,-0.5909789874660247,-0.18257908869019027
2022-06-05 00:00:00+00:00,0.0,-1.208495840322391,-0.14144159376844942,-1.2985454057061587,-0.593976759215524
2022-06-06 00:00:00+00:00,0.0,0.1223740141755357,-1.2080360899627067,-0.14168403119455086,-1.3029120267111307
2022-06-07 00:00:00+00:00,0.0,-0.4729851002188345,0.1226567995411319,-1.208465277995297,-0.1438126024696839
2022-06-08 00:00:00+00:00,0.0,-1.1535737068087824,-0.4726231502964614,0.12246060324537494,-1.2126576310975374
2022-06-09 00:00:00+00:00,0.0,-0.9273443594323506,-1.153121259413396,-0.472923574480192,0.12084304291828768
2022-06-10 00:00:00+00:00,0.0,-0.5370031382734543,-0.9269219936223166,-1.1535408323786414,-0.4756929576855145
