date,NO2,NO2(t-1),NO2(t-2)
2022-05-31 00:00:00+00:00,-0.24174531304360394,-0.8962580566563574,-1.0394899790357641
2022-06-01 00:00:00+00:00,-0.07769167428675391,-0.24099947308863132,-0.895885088148177
2022-06-02 00:00:00+00:00,-0.4846878590190441,-0.07700377502685073,-0.24075032677467387
2022-06-03 00:00:00+00:00,-1.1860383278353466,-0.48385621627370107,-0.07678561847431933
2022-06-04 00:00:00+00:00,-0.039339945247852115,-1.1849589811441574,-0.48356117806976745
2022-06-05 00:00:00+00:00,-1.0967495513015737,-0.038665591105597454,-1.1845314577124084
2022-06-06 00:00:00+00:00,0.22248418662732677,-1.0957017397461697,-0.03845467920147616
2022-06-07 00:00:00+00:00,-0.36766955923900013,0.2230660693541239,-1.095291082980127
2022-06-08 00:00:00+00:00,-1.0423076152660462,-0.3668792451814965,0.2232275226333474
2022-06-09 00:00:00+00:00,-0.8180562457125473,-1.0412790315902474,-0.3666063117551231
2022-06-10 00:00:00+00:00,-0.4311278721252976,-0.8171068634511193,-1.040878658915567
2022-06-11 00:00:00+00:00,0.2756887200812825,-0.4303151457715204,-0.8167488518998774
2022-06-12 00:00:00+00:00,-0.46306811796088504,0.2762518119560599,-0.4300302250586001
2022-06-13 00:00:00+00:00,1.7757366109329764,-0.4622441109061224,0.2764032148894879
2022-06-14 00:00:00+00:00,0.6852353975247273,1.775769913782091,-0.461953156675105
2022-06-15 00:00:00+00:00,-0.40526581588352173,0.6856538451274589,1.7756379574031784
2022-06-16 00:00:00+00:00,-0.3496490817208936,-0.4044622235271733,0.6857278846209597
2022-06-17 00:00:00+00:00,0.0931260361466616,-0.3488651321610067,-0.40418218816125895
2022-06-18 00:00:00+00:00,-0.07597117012006871,0.09375360576713902,-0.3485956028060291
2022-06-19 00:00:00+00:00,0.6453889990594268,-0.07528387851024902,0.0939394948239063
2022-06-20 00:00:00+00:00,0.21312457062206205,0.6458215196692589,-0.07506604696125953
2022-06-21 00:00:00+00:00,0.5912503169926654,0.2137097589912152,0.6459030861544893
2022-06-22 00:00:00+00:00,0.6061457844393408,0.5917019583784392,0.2138729803035603
2022-06-23 00:00:00+00:00,-0.38037143984657473,0.6065921650229539,0.5917937516703036
2022-06-24 00:00:00+00:00,-0.8095034896528899,-0.37957663972099803,0.6066811445583786
2022-06-25 00:00:00+00:00,-0.8439589952137815,-0.8085571280658865,-0.3793013069071276
2022-06-26 00:00:00+00:00,-0.878414500774673,-0.8430004645828221,-0.8082007321317797
2022-06-27 00:00:00+00:00,-0.9128700063355646,-0.8774438010997577,-0.8426375599976104
2022-06-28 00:00:00+00:00,-0.39471802178365756,-0.9118871376166933,-0.8770743878634412
2022-06-29 00:00:00+00:00,0.1745773185611067,-0.39391815471207714,-0.911511215729272
2022-06-30 00:00:00+00:00,0.14684762373905338,0.17517612110300448,-0.39364011182633696
2022-07-01 00:00:00+00:00,-0.45690484373010387,0.1474562198936027,0.17534662399809323
2022-07-02 00:00:00+00:00,-0.864357080728445,-0.45608301342920987,0.14763196093295608
2022-07-03 00:00:00+00:00,0.3024334309203448,-0.8633913458729298,-0.45579322344178663
2022-07-04 00:00:00+00:00,1.9974492388066938,0.30298707706050043,-0.8630245880857504
2022-07-05 00:00:00+00:00,0.4244598777136857,1.997404236877798,0.3031334279133126
2022-07-06 00:00:00+00:00,0.07898810793072719,0.42497042638158994,1.9972303989441997
2022-07-07 00:00:00+00:00,-0.2664836618522313,0.07962067080459345,0.4250937264169838
2022-07-08 00:00:00+00:00,-0.23342201801973056,-0.26572908477240303,0.0798092305185055
2022-07-09 00:00:00+00:00,0.7123743275642147,-0.2326791176978109,-0.2654752653799728
2022-07-10 00:00:00+00:00,-0.0702888137659317,0.7127831902014323,-0.23243154365575808
2022-07-11 00:00:00+00:00,-1.2449199865693799,-0.06960352905872805,0.7128521031462406
2022-07-12 00:00:00+00:00,0.320780693542016,-1.243819843971073,-0.06938677090786058
2022-07-13 00:00:00+00:00,-0.1895286769185212,0.321327859770132,-1.2433811977835572
2022-07-14 00:00:00+00:00,1.9811331158944974,-0.18880127890859902,0.32147074482178445
2022-07-15 00:00:00+00:00,-0.1973848386326992,1.9810938765168595,-0.18856199632645665
2022-07-16 00:00:00+00:00,0.042010263780711106,-0.1966546659725239,1.9809231207017701
2022-07-17 00:00:00+00:00,-0.06704436414208621,0.042655886541626845,-0.1964138993600419
2022-07-18 00:00:00+00:00,-0.17609899206488352,-0.06636022531416783,0.04285143137685008
2022-07-19 00:00:00+00:00,0.37659999216840717,-0.17537633716996248,-0.0661440800404091
2022-07-20 00:00:00+00:00,0.6422747005835655,0.37712744405805915,-0.17513959145766828
2022-07-21 00:00:00+00:00,0.8577049475242677,0.6427083211057172,0.3772597848343117
2022-07-22 00:00:00+00:00,-0.45462233404757996,0.8580624820885504,0.6427904758824814
2022-07-23 00:00:00+00:00,0.7621411798015567,-0.45380130988666867,0.8581039420535004
2022-07-24 00:00:00+00:00,-0.30034427858229157,0.7625324657118459,-0.4535119510657288
2022-07-25 00:00:00+00:00,0.35485845246546666,-0.299577742562182,0.7625919776894494
2022-07-26 00:00:00+00:00,1.028118311531619,0.35539358306271585,-0.29931752689325253
2022-07-27 00:00:00+00:00,-0.0773073915174204,1.028415659264116,0.3555300308196702
2022-07-28 00:00:00+00:00,0.9782438458611137,-0.07661962797904665,1.0284249281144133
2022-07-29 00:00:00+00:00,1.3104579425092977,0.9785588083276028,-0.07640154401759845
2022-07-30 00:00:00+00:00,-0.2497962364525302,1.310655573133485,0.9785774984733014
