date,NO2,NO2(t-1),NO2(t-2)
2022-05-31 00:00:00+00:00,0.4420618169807365,0.31762523158752826,0.2903488553037368
2022-06-01 00:00:00+00:00,0.47320534595958946,0.4420618169807365,0.31762523158752826
2022-06-02 00:00:00+00:00,0.39594221684192826,0.47320534595958946,0.4420618169807365
2022-06-03 00:00:00+00:00,0.26279961290196824,0.39594221684192826,0.47320534595958946
2022-06-04 00:00:00+00:00,0.48048594146337115,0.26279961290196824,0.39594221684192826
2022-06-05 00:00:00+00:00,0.27974996902047744,0.48048594146337115,0.26279961290196824
2022-06-06 00:00:00+00:00,0.5301899742431815,0.27974996902047744,0.48048594146337115
2022-06-07 00:00:00+00:00,0.41815667570959986,0.5301899742431815,0.27974996902047744
2022-06-08 00:00:00+00:00,0.2900850888351637,0.41815667570959986,0.5301899742431815
2022-06-09 00:00:00+00:00,0.33265640318795325,0.2900850888351637,0.41815667570959986
2022-06-10 00:00:00+00:00,0.4061099096561343,0.33265640318795325,0.2900850888351637
2022-06-11 00:00:00+00:00,0.5402901886729601,0.4061099096561343,0.33265640318795325
2022-06-12 00:00:00+00:00,0.40004645395158495,0.5402901886729601,0.4061099096561343
2022-06-13 00:00:00+00:00,0.8250554966076871,0.40004645395158495,0.5402901886729601
2022-06-14 00:00:00+00:00,0.6180374968936395,0.8250554966076871,0.40004645395158495
2022-06-15 00:00:00+00:00,0.411019497179592,0.6180374968936395,0.8250554966076871
2022-06-16 00:00:00+00:00,0.4215776377074603,0.411019497179592,0.6180374968936395
2022-06-17 00:00:00+00:00,0.5056329492440808,0.4215776377074603,0.411019497179592
2022-06-18 00:00:00+00:00,0.47353196213085774,0.5056329492440808,0.4215776377074603
2022-06-19 00:00:00+00:00,0.6104731571160484,0.47353196213085774,0.5056329492440808
2022-06-20 00:00:00+00:00,0.5284131683490865,0.6104731571160484,0.47353196213085774
2022-06-21 00:00:00+00:00,0.6001956062698763,0.5284131683490865,0.6104731571160484
2022-06-22 00:00:00+00:00,0.6030233242381844,0.6001956062698763,0.5284131683490865
2022-06-23 00:00:00+00:00,0.4157453827338053,0.6030233242381844,0.6001956062698763
2022-06-24 00:00:00+00:00,0.3342800368251674,0.4157453827338053,0.6030233242381844
2022-06-25 00:00:00+00:00,0.32773909055876316,0.3342800368251674,0.4157453827338053
2022-06-26 00:00:00+00:00,0.3211981442923589,0.32773909055876316,0.3342800368251674
2022-06-27 00:00:00+00:00,0.3146571980259546,0.3211981442923589,0.32773909055876316
2022-06-28 00:00:00+00:00,0.41302186380614986,0.3146571980259546,0.3211981442923589
2022-06-29 00:00:00+00:00,0.5210954552479781,0.41302186380614986,0.3146571980259546
2022-06-30 00:00:00+00:00,0.5158313199273019,0.5210954552479781,0.41302186380614986
2022-07-01 00:00:00+00:00,0.4012164743855446,0.5158313199273019,0.5210954552479781
2022-07-02 00:00:00+00:00,0.32386676945602555,0.4012164743855446,0.5158313199273019
2022-07-03 00:00:00+00:00,0.5453673371187917,0.32386676945602555,0.4012164743855446
2022-07-04 00:00:00+00:00,0.8671448626436136,0.5453673371187917,0.32386676945602555
2022-07-05 00:00:00+00:00,0.5685325299831052,0.8671448626436136,0.5453673371187917
2022-07-06 00:00:00+00:00,0.5029490406125479,0.5685325299831052,0.8671448626436136
2022-07-07 00:00:00+00:00,0.4373655512419902,0.5029490406125479,0.5685325299831052
2022-07-08 00:00:00+00:00,0.4436418903137013,0.4373655512419902,0.5029490406125479
2022-07-09 00:00:00+00:00,0.6231894829181162,0.4436418903137013,0.4373655512419902
2022-07-10 00:00:00+00:00,0.47461068632816444,0.6231894829181162,0.4436418903137013
2022-07-11 00:00:00+00:00,0.2516216673287877,0.47461068632816444,0.6231894829181162
2022-07-12 00:00:00+00:00,0.5488503351764424,0.2516216673287877,0.47461068632816444
2022-07-13 00:00:00+00:00,0.451974491473437,0.5488503351764424,0.2516216673287877
2022-07-14 00:00:00+00:00,0.864047451025139,0.451974491473437,0.5488503351764424
2022-07-15 00:00:00+00:00,0.4504830975497052,0.864047451025139,0.451974491473437
2022-07-16 00:00:00+00:00,0.49592925995063636,0.4504830975497052,0.864047451025139
2022-07-17 00:00:00+00:00,0.4752266044610772,0.49592925995063636,0.4504830975497052
2022-07-18 00:00:00+00:00,0.4545239489715181,0.4752266044610772,0.49592925995063636
2022-07-19 00:00:00+00:00,0.5594469300311704,0.4545239489715181,0.4752266044610772
2022-07-20 00:00:00+00:00,0.6098819465487806,0.5594469300311704,0.4545239489715181
2022-07-21 00:00:00+00:00,0.6507786812348257,0.6098819465487806,0.5594469300311704
2022-07-22 00:00:00+00:00,0.40164978026635806,0.6507786812348257,0.6098819465487806
2022-07-23 00:00:00+00:00,0.6326370966168111,0.40164978026635806,0.6507786812348257
2022-07-24 00:00:00+00:00,0.43093753717070565,0.6326370966168111,0.40164978026635806
2022-07-25 00:00:00+00:00,0.5553195709740089,0.43093753717070565,0.6326370966168111
2022-07-26 00:00:00+00:00,0.6831295244137012,0.5553195709740089,0.43093753717070565
2022-07-27 00:00:00+00:00,0.4732782972312192,0.6831295244137012,0.5553195709740089
2022-07-28 00:00:00+00:00,0.6736614816522948,0.4732782972312192,0.6831295244137012
2022-07-29 00:00:00+00:00,0.7367281677956043,0.6736614816522948,0.4732782972312192
2022-07-30 00:00:00+00:00,0.4405334499881333,0.7367281677956043,0.6736614816522948
2022-07-31 00:00:00+00:00,0.6364156319253307,0.4405334499881333,0.7367281677956043
2022-08-01 00:00:00+00:00,0.6510710508305526,0.6364156319253307,0.4405334499881333
