date,NO2,NO2(t-1),NO2(t-2)
2022-08-28 00:00:00+00:00,3.4623702958924696e-05,3.5712552309745566e-05,2.108890700211222e-05
2022-08-29 00:00:00+00:00,3.2215379784853816e-05,3.4623702958924696e-05,3.5712552309745566e-05
2022-08-30 00:00:00+00:00,2.4591127813496144e-05,3.2215379784853816e-05,3.4623702958924696e-05
2022-08-31 00:00:00+00:00,3.519991647379122e-05,2.4591127813496144e-05,3.2215379784853816e-05
2022-09-01 00:00:00+00:00,2.9500611637911843e-05,3.519991647379122e-05,2.4591127813496144e-05
2022-09-02 00:00:00+00:00,3.110717616901592e-05,2.9500611637911843e-05,3.519991647379122e-05
2022-09-03 00:00:00+00:00,3.0032655558898117e-05,3.110717616901592e-05,2.9500611637911843e-05
2022-09-04 00:00:00+00:00,2.5397952481398533e-05,3.0032655558898117e-05,3.110717616901592e-05
2022-09-05 00:00:00+00:00,2.9611518885020524e-05,2.5397952481398533e-05,3.0032655558898117e-05
2022-09-06 00:00:00+00:00,2.82176891152078e-05,2.9611518885020524e-05,2.5397952481398533e-05
2022-09-07 00:00:00+00:00,3.1316268984294267e-05,2.82176891152078e-05,2.9611518885020524e-05
2022-09-08 00:00:00+00:00,3.719450322536378e-05,3.1316268984294267e-05,2.82176891152078e-05
2022-09-09 00:00:00+00:00,4.3072737466433295e-05,3.719450322536378e-05,3.1316268984294267e-05
2022-09-10 00:00:00+00:00,3.425689150594115e-05,4.3072737466433295e-05,3.719450322536378e-05
2022-09-11 00:00:00+00:00,2.5441045545449013e-05,3.425689150594115e-05,4.3072737466433295e-05
2022-09-12 00:00:00+00:00,3.160608198658757e-05,2.5441045545449013e-05,3.425689150594115e-05
2022-09-13 00:00:00+00:00,3.31000255820462e-05,3.160608198658757e-05,2.5441045545449013e-05
2022-09-14 00:00:00+00:00,3.259148765303111e-05,3.31000255820462e-05,3.160608198658757e-05
2022-09-15 00:00:00+00:00,3.4408609519687164e-05,3.259148765303111e-05,3.31000255820462e-05
2022-09-16 00:00:00+00:00,3.493215643204882e-05,3.4408609519687164e-05,3.259148765303111e-05
2022-09-17 00:00:00+00:00,3.4206963408593507e-05,3.493215643204882e-05,3.4408609519687164e-05
2022-09-18 00:00:00+00:00,2.5543210023486266e-05,3.4206963408593507e-05,3.493215643204882e-05
2022-09-19 00:00:00+00:00,3.441778083819027e-05,2.5543210023486266e-05,3.4206963408593507e-05
2022-09-20 00:00:00+00:00,2.006067885910549e-05,3.441778083819027e-05,2.5543210023486266e-05
2022-09-21 00:00:00+00:00,2.166957872626773e-05,2.006067885910549e-05,3.441778083819027e-05
2022-09-22 00:00:00+00:00,2.327847859342997e-05,2.166957872626773e-05,2.006067885910549e-05
2022-09-23 00:00:00+00:00,2.637798579479223e-05,2.327847859342997e-05,2.166957872626773e-05
2022-09-24 00:00:00+00:00,2.9847044970665596e-05,2.637798579479223e-05,2.327847859342997e-05
2022-09-25 00:00:00+00:00,2.6092550062737875e-05,2.9847044970665596e-05,2.637798579479223e-05
2022-09-26 00:00:00+00:00,2.7673011878074537e-05,2.6092550062737875e-05,2.9847044970665596e-05
2022-09-27 00:00:00+00:00,2.769577464597525e-05,2.7673011878074537e-05,2.6092550062737875e-05
2022-09-28 00:00:00+00:00,2.6721933144859035e-05,2.769577464597525e-05,2.7673011878074537e-05
2022-09-29 00:00:00+00:00,2.839924700310803e-05,2.6721933144859035e-05,2.769577464597525e-05
2022-09-30 00:00:00+00:00,3.065517874650444e-05,2.839924700310803e-05,2.6721933144859035e-05
2022-10-01 00:00:00+00:00,3.291111048990084e-05,3.065517874650444e-05,2.839924700310803e-05
2022-10-02 00:00:00+00:00,3.5654831577858204e-05,3.291111048990084e-05,3.065517874650444e-05
2022-10-03 00:00:00+00:00,2.0413453704631613e-05,3.5654831577858204e-05,3.291111048990084e-05
2022-10-04 00:00:00+00:00,2.533975427573191e-05,2.0413453704631613e-05,3.5654831577858204e-05
2022-10-05 00:00:00+00:00,4.59972327328561e-05,2.533975427573191e-05,2.0413453704631613e-05
2022-10-06 00:00:00+00:00,2.0208984129307544e-05,4.59972327328561e-05,2.533975427573191e-05
2022-10-07 00:00:00+00:00,2.7442200567188243e-05,2.0208984129307544e-05,4.59972327328561e-05
2022-10-08 00:00:00+00:00,2.7738466411330776e-05,2.7442200567188243e-05,2.0208984129307544e-05
2022-10-09 00:00:00+00:00,2.299417893136223e-05,2.7738466411330776e-05,2.7442200567188243e-05
2022-10-10 00:00:00+00:00,2.5136351218356544e-05,2.299417893136223e-05,2.7738466411330776e-05
2022-10-11 00:00:00+00:00,2.2837084145521654e-05,2.5136351218356544e-05,2.299417893136223e-05
2022-10-12 00:00:00+00:00,2.3974093424198253e-05,2.2837084145521654e-05,2.5136351218356544e-05
2022-10-13 00:00:00+00:00,1.7373537393309974e-05,2.3974093424198253e-05,2.2837084145521654e-05
2022-10-14 00:00:00+00:00,1.921652314326581e-05,1.7373537393309974e-05,2.3974093424198253e-05
2022-10-15 00:00:00+00:00,2.2619071468412915e-05,1.921652314326581e-05,1.7373537393309974e-05
2022-10-16 00:00:00+00:00,2.6021619793560025e-05,2.2619071468412915e-05,1.921652314326581e-05
2022-10-17 00:00:00+00:00,2.6096172876616656e-05,2.6021619793560025e-05,2.2619071468412915e-05
2022-10-18 00:00:00+00:00,2.617072595967329e-05,2.6096172876616656e-05,2.6021619793560025e-05
2022-10-19 00:00:00+00:00,2.757108836703992e-05,2.617072595967329e-05,2.6096172876616656e-05
2022-10-20 00:00:00+00:00,2.897145077440655e-05,2.757108836703992e-05,2.617072595967329e-05
2022-10-21 00:00:00+00:00,2.782725359292764e-05,2.897145077440655e-05,2.757108836703992e-05
2022-10-22 00:00:00+00:00,2.668305641144873e-05,2.782725359292764e-05,2.897145077440655e-05
2022-10-23 00:00:00+00:00,2.371131686881459e-05,2.668305641144873e-05,2.782725359292764e-05
2022-10-24 00:00:00+00:00,1.594768467666221e-05,2.371131686881459e-05,2.668305641144873e-05
2022-10-25 00:00:00+00:00,1.8727181965358694e-05,1.594768467666221e-05,2.371131686881459e-05
2022-10-26 00:00:00+00:00,1.589016793622654e-05,1.8727181965358694e-05,1.594768467666221e-05
2022-10-27 00:00:00+00:00,1.3053153907094384e-05,1.589016793622654e-05,1.8727181965358694e-05
2022-10-28 00:00:00+00:00,1.986624983836068e-05,1.3053153907094384e-05,1.589016793622654e-05
2022-10-29 00:00:00+00:00,2.3421052600022687e-05,1.986624983836068e-05,1.3053153907094384e-05
2022-10-30 00:00:00+00:00,1.8400973881849035e-05,2.3421052600022687e-05,1.986624983836068e-05
2022-10-31 00:00:00+00:00,2.6311625672983e-05,1.8400973881849035e-05,2.3421052600022687e-05
2022-11-01 00:00:00+00:00,4.016772763861809e-05,2.6311625672983e-05,1.8400973881849035e-05
2022-11-02 00:00:00+00:00,2.455816136436904e-05,4.016772763861809e-05,2.6311625672983e-05
2022-11-03 00:00:00+00:00,2.8984524357209887e-05,2.455816136436904e-05,4.016772763861809e-05
2022-11-04 00:00:00+00:00,1.9461994785530123e-05,2.8984524357209887e-05,2.455816136436904e-05
2022-11-05 00:00:00+00:00,1.8192697112410625e-05,1.9461994785530123e-05,2.8984524357209887e-05
2022-11-06 00:00:00+00:00,1.6923399439291126e-05,1.8192697112410625e-05,1.9461994785530123e-05
2022-11-07 00:00:00+00:00,1.565410176617163e-05,1.6923399439291126e-05,1.8192697112410625e-05
2022-11-08 00:00:00+00:00,1.4384804093052132e-05,1.565410176617163e-05,1.6923399439291126e-05
2022-11-09 00:00:00+00:00,2.4050983114420887e-05,1.4384804093052132e-05,1.565410176617163e-05
2022-11-10 00:00:00+00:00,2.3984611107152887e-05,2.4050983114420887e-05,1.4384804093052132e-05
2022-11-11 00:00:00+00:00,2.4057100199570412e-05,2.3984611107152887e-05,2.4050983114420887e-05
2022-11-12 00:00:00+00:00,2.412958929198794e-05,2.4057100199570412e-05,2.3984611107152887e-05
2022-11-13 00:00:00+00:00,3.218143996895783e-05,2.412958929198794e-05,2.4057100199570412e-05
2022-11-14 00:00:00+00:00,1.553738435464574e-05,3.218143996895783e-05,2.412958929198794e-05
2022-11-15 00:00:00+00:00,1.5540251270349827e-05,1.553738435464574e-05,3.218143996895783e-05
2022-11-16 00:00:00+00:00,1.5543118186053914e-05,1.5540251270349827e-05,1.553738435464574e-05
2022-11-17 00:00:00+00:00,1.5545985101758e-05,1.5543118186053914e-05,1.5540251270349827e-05
2022-11-18 00:00:00+00:00,1.0909386795641642e-05,1.5545985101758e-05,1.5543118186053914e-05
2022-11-19 00:00:00+00:00,6.272788489525283e-06,1.0909386795641642e-05,1.5545985101758e-05
2022-11-20 00:00:00+00:00,3.074996766372351e-05,6.272788489525283e-06,1.0909386795641642e-05
2022-11-21 00:00:00+00:00,3.037827243840891e-05,3.074996766372351e-05,6.272788489525283e-06
2022-11-22 00:00:00+00:00,3.000657721309431e-05,3.037827243840891e-05,3.074996766372351e-05
2022-11-23 00:00:00+00:00,2.963488198777971e-05,3.000657721309431e-05,3.037827243840891e-05
2022-11-24 00:00:00+00:00,2.272574639185959e-05,2.963488198777971e-05,3.000657721309431e-05
2022-11-25 00:00:00+00:00,1.841833730509279e-05,2.272574639185959e-05,2.963488198777971e-05
2022-11-26 00:00:00+00:00,1.724871807489966e-05,1.841833730509279e-05,2.272574639185959e-05
2022-11-27 00:00:00+00:00,1.6079098844706525e-05,1.724871807489966e-05,1.841833730509279e-05
2022-11-28 00:00:00+00:00,1.4909479614513394e-05,1.6079098844706525e-05,1.724871807489966e-05
2022-11-29 00:00:00+00:00,1.373986038432026e-05,1.4909479614513394e-05,1.6079098844706525e-05
2022-11-30 00:00:00+00:00,2.012565277161283e-05,1.373986038432026e-05,1.4909479614513394e-05
2022-12-01 00:00:00+00:00,1.862659749317339e-05,2.012565277161283e-05,1.373986038432026e-05
2022-12-02 00:00:00+00:00,1.9017246229071005e-05,1.862659749317339e-05,2.012565277161283e-05
2022-12-03 00:00:00+00:00,2.22769146973776e-05,1.9017246229071005e-05,1.862659749317339e-05
2022-12-04 00:00:00+00:00,2.3909441888800187e-05,2.22769146973776e-05,1.9017246229071005e-05
2022-12-05 00:00:00+00:00,2.554196908022277e-05,2.3909441888800187e-05,2.22769146973776e-05
2022-12-06 00:00:00+00:00,2.444400237260941e-05,2.554196908022277e-05,2.3909441888800187e-05
2022-12-07 00:00:00+00:00,2.202841169491876e-05,2.444400237260941e-05,2.554196908022277e-05
2022-12-08 00:00:00+00:00,3.141894085572739e-05,2.202841169491876e-05,2.444400237260941e-05
2022-12-09 00:00:00+00:00,1.6757986389991458e-05,3.141894085572739e-05,2.202841169491876e-05
2022-12-10 00:00:00+00:00,1.7991545096124475e-05,1.6757986389991458e-05,3.141894085572739e-05
2022-12-11 00:00:00+00:00,1.8152238704014374e-05,1.7991545096124475e-05,1.6757986389991458e-05
2022-12-12 00:00:00+00:00,2.133821668167002e-05,1.8152238704014374e-05,1.7991545096124475e-05
2022-12-13 00:00:00+00:00,2.9175511512081492e-05,2.133821668167002e-05,1.8152238704014374e-05
2022-12-14 00:00:00+00:00,2.4663903403913872e-05,2.9175511512081492e-05,2.133821668167002e-05
2022-12-15 00:00:00+00:00,2.69633159512202e-05,2.4663903403913872e-05,2.9175511512081492e-05
2022-12-16 00:00:00+00:00,1.6197955346797244e-05,2.69633159512202e-05,2.4663903403913872e-05
2022-12-17 00:00:00+00:00,1.0027519750479584e-05,1.6197955346797244e-05,2.69633159512202e-05
2022-12-18 00:00:00+00:00,1.5255770770582943e-05,1.0027519750479584e-05,1.6197955346797244e-05
2022-12-19 00:00:00+00:00,1.8971100364156505e-05,1.5255770770582943e-05,1.0027519750479584e-05
2022-12-20 00:00:00+00:00,2.268642995773007e-05,1.8971100364156505e-05,1.5255770770582943e-05
2022-12-21 00:00:00+00:00,1.7926244989824655e-05,2.268642995773007e-05,1.8971100364156505e-05
2022-12-22 00:00:00+00:00,1.7100471629628667e-05,1.7926244989824655e-05,2.268642995773007e-05
2022-12-23 00:00:00+00:00,1.6274698269432676e-05,1.7100471629628667e-05,1.7926244989824655e-05
2022-12-24 00:00:00+00:00,1.5448924909236688e-05,1.6274698269432676e-05,1.7100471629628667e-05
2022-12-25 00:00:00+00:00,1.4623151549040699e-05,1.5448924909236688e-05,1.6274698269432676e-05
2022-12-26 00:00:00+00:00,1.3797378188844709e-05,1.4623151549040699e-05,1.5448924909236688e-05
2022-12-27 00:00:00+00:00,1.2971604828648721e-05,1.3797378188844709e-05,1.4623151549040699e-05
2022-12-28 00:00:00+00:00,1.2145831468452732e-05,1.2971604828648721e-05,1.3797378188844709e-05
2022-12-29 00:00:00+00:00,1.2439963274906467e-05,1.2145831468452732e-05,1.2971604828648721e-05
2022-12-30 00:00:00+00:00,1.2734095081360205e-05,1.2439963274906467e-05,1.2145831468452732e-05
2022-12-31 00:00:00+00:00,1.3028226887813941e-05,1.2734095081360205e-05,1.2439963274906467e-05
2023-01-01 00:00:00+00:00,1.3322358694267677e-05,1.3028226887813941e-05,1.2734095081360205e-05
2023-01-02 00:00:00+00:00,2.6645097807431736e-05,1.3322358694267677e-05,1.3028226887813941e-05
2023-01-03 00:00:00+00:00,3.99678369205958e-05,2.6645097807431736e-05,1.3322358694267677e-05
2023-01-04 00:00:00+00:00,3.08861656849479e-05,3.99678369205958e-05,2.6645097807431736e-05
2023-01-05 00:00:00+00:00,2.180449444930001e-05,3.08861656849479e-05,3.99678369205958e-05
2023-01-06 00:00:00+00:00,1.1196125100809697e-05,2.180449444930001e-05,3.08861656849479e-05
2023-01-07 00:00:00+00:00,1.2713750910127905e-05,1.1196125100809697e-05,2.180449444930001e-05
2023-01-08 00:00:00+00:00,1.7618555924353382e-05,1.2713750910127905e-05,1.1196125100809697e-05
2023-01-09 00:00:00+00:00,2.2312689391067066e-05,1.7618555924353382e-05,1.2713750910127905e-05
2023-01-10 00:00:00+00:00,1.915476035005018e-05,2.2312689391067066e-05,1.7618555924353382e-05
2023-01-11 00:00:00+00:00,1.103580161523123e-05,1.915476035005018e-05,2.2312689391067066e-05
2023-01-12 00:00:00+00:00,1.4460440528134032e-05,1.103580161523123e-05,1.915476035005018e-05
2023-01-13 00:00:00+00:00,1.709639087136218e-05,1.4460440528134032e-05,1.103580161523123e-05
2023-01-14 00:00:00+00:00,2.336327996438152e-05,1.709639087136218e-05,1.4460440528134032e-05
2023-01-15 00:00:00+00:00,2.010215644077107e-05,2.336327996438152e-05,1.709639087136218e-05
2023-01-16 00:00:00+00:00,2.5208545468621165e-05,2.010215644077107e-05,2.336327996438152e-05
2023-01-17 00:00:00+00:00,2.781974035315216e-05,2.5208545468621165e-05,2.010215644077107e-05
2023-01-18 00:00:00+00:00,1.7607214457572038e-05,2.781974035315216e-05,2.5208545468621165e-05
2023-01-19 00:00:00+00:00,2.1241942123298133e-05,1.7607214457572038e-05,2.781974035315216e-05
2023-01-20 00:00:00+00:00,2.383900475790681e-05,2.1241942123298133e-05,1.7607214457572038e-05
2023-01-21 00:00:00+00:00,2.0674402718120687e-05,2.383900475790681e-05,2.1241942123298133e-05
2023-01-22 00:00:00+00:00,1.378420454200453e-05,2.0674402718120687e-05,2.383900475790681e-05
2023-01-23 00:00:00+00:00,1.729960621169215e-05,1.378420454200453e-05,2.0674402718120687e-05
2023-01-24 00:00:00+00:00,2.6398356498728663e-05,1.729960621169215e-05,1.378420454200453e-05
2023-01-25 00:00:00+00:00,2.4515254644595772e-05,2.6398356498728663e-05,1.729960621169215e-05
2023-01-26 00:00:00+00:00,2.2632152790462878e-05,2.4515254644595772e-05,2.6398356498728663e-05
2023-01-27 00:00:00+00:00,2.0749050936329987e-05,2.2632152790462878e-05,2.4515254644595772e-05
2023-01-28 00:00:00+00:00,1.8865949082197093e-05,2.0749050936329987e-05,2.2632152790462878e-05
2023-01-29 00:00:00+00:00,1.6982847228064202e-05,1.8865949082197093e-05,2.0749050936329987e-05
2023-01-30 00:00:00+00:00,1.6127995181972545e-05,1.6982847228064202e-05,1.8865949082197093e-05
2023-01-31 00:00:00+00:00,1.527314313588089e-05,1.6127995181972545e-05,1.6982847228064202e-05
2023-02-01 00:00:00+00:00,2.5464208712427145e-05,1.527314313588089e-05,1.6127995181972545e-05
2023-02-02 00:00:00+00:00,2.923457850556588e-05,2.5464208712427145e-05,1.527314313588089e-05
2023-02-03 00:00:00+00:00,2.8804931025661064e-05,2.923457850556588e-05,2.5464208712427145e-05
2023-02-04 00:00:00+00:00,2.5103429447881356e-05,2.8804931025661064e-05,2.923457850556588e-05
2023-02-05 00:00:00+00:00,2.1401927870101645e-05,2.5103429447881356e-05,2.8804931025661064e-05
2023-02-06 00:00:00+00:00,1.7700426292321938e-05,2.1401927870101645e-05,2.5103429447881356e-05
2023-02-07 00:00:00+00:00,1.3998924714542229e-05,1.7700426292321938e-05,2.1401927870101645e-05
2023-02-08 00:00:00+00:00,2.0524002366073546e-05,1.3998924714542229e-05,1.7700426292321938e-05
2023-02-09 00:00:00+00:00,2.7049080017604865e-05,2.0524002366073546e-05,1.3998924714542229e-05
2023-02-10 00:00:00+00:00,1.87422338816153e-05,2.7049080017604865e-05,2.0524002366073546e-05
2023-02-11 00:00:00+00:00,1.0435387745625729e-05,1.87422338816153e-05,2.7049080017604865e-05
2023-02-12 00:00:00+00:00,3.15165749558027e-05,1.0435387745625729e-05,1.87422338816153e-05
2023-02-13 00:00:00+00:00,1.5129367312738395e-05,3.15165749558027e-05,1.0435387745625729e-05
2023-02-14 00:00:00+00:00,2.6128159983532635e-05,1.5129367312738395e-05,3.15165749558027e-05
2023-02-15 00:00:00+00:00,2.2129304753995766e-05,2.6128159983532635e-05,1.5129367312738395e-05
2023-02-16 00:00:00+00:00,1.81304495244589e-05,2.2129304753995766e-05,2.6128159983532635e-05
2023-02-17 00:00:00+00:00,1.4131594294922033e-05,1.81304495244589e-05,2.2129304753995766e-05
2023-02-18 00:00:00+00:00,1.0132739065385167e-05,1.4131594294922033e-05,1.81304495244589e-05
2023-02-19 00:00:00+00:00,1.5113288037694064e-05,1.0132739065385167e-05,1.4131594294922033e-05
2023-02-20 00:00:00+00:00,2.9256683570852865e-05,1.5113288037694064e-05,1.0132739065385167e-05
2023-02-21 00:00:00+00:00,2.5567150000175127e-05,2.9256683570852865e-05,1.5113288037694064e-05
2023-02-22 00:00:00+00:00,2.9200876399824797e-05,2.5567150000175127e-05,2.9256683570852865e-05
2023-02-23 00:00:00+00:00,1.4137340315301117e-05,2.9200876399824797e-05,2.5567150000175127e-05
